source_id,ra,dec,pmra,pmdec,FeH,e_FeH,Dist,e_Dist
4126391959941481344,254.6440,-21.1857,-1.9582,-0.4029,-0.75,0.69,31.09,3.01
3278874447192970880,68.2296,1.4347,-0.0036,-1.5532,-0.83,0.39,22.94,1.83
4049213115752945024,272.9878,-30.7212,-2.6923,-1.0830,-1.72,0.53,21.00,2.70
4049275993982198784,273.0300,-30.3651,-2.7870,-0.8349,-1.99,0.52,26.89,2.56
4049745386708273152,273.9588,-29.5741,-1.6353,-0.8313,-2.01,0.92,24.13,3.45
4052147746648211712,274.2707,-28.0143,-2.3168,-1.7097,-1.96,0.45,25.71,2.95
4051394993395236096,274.8139,-28.3340,-2.6007,-1.4730,-0.93,0.66,21.96,2.97
4040907718345693824,265.9934,-36.5574,-2.3420,-0.3696,-1.43,0.52,16.96,1.68
4119077703729739520,267.1176,-19.8543,-2.4453,-0.6449,-1.92,0.53,16.02,1.88
4070509526320451200,267.6561,-21.8534,-2.4508,-1.1797,-1.54,0.53,15.63,1.84
4045875655515863680,273.6927,-32.0110,-2.5215,-0.9274,-1.33,0.94,23.55,2.97
4049629285102227328,273.9564,-30.0255,-2.1397,-1.0612,-1.67,0.59,24.42,2.28
4049723190226014848,274.2111,-29.8770,-2.6468,-0.9918,-1.45,0.46,24.61,2.09
4049734387240275072,274.4784,-29.5816,-2.4857,-1.1790,-1.19,0.51,23.61,2.14
4051354380219168256,274.5878,-28.6183,-2.6982,-1.4869,-1.37,0.45,26.23,2.34
4049760092617558144,274.5963,-29.4687,-1.8891,-0.6703,-1.59,0.73,21.94,2.44
4049521532993053312,274.8331,-30.0238,-2.7440,-1.4164,-1.24,0.96,24.43,2.64
4051329851639573120,275.0609,-28.5666,-2.1815,-0.8474,-1.40,0.57,25.14,2.59
4051281885405123712,275.1542,-28.9542,-2.5111,-1.3211,-1.86,0.56,25.95,2.28
4049479888952738560,275.2280,-30.2035,-2.9587,-1.5748,-1.74,0.44,25.75,3.78
4046444068672593664,275.3101,-30.4965,-2.6414,-0.5900,-1.63,0.43,27.54,2.66
4052698979836276864,275.3452,-26.9998,-2.6180,-1.3422,-1.73,0.58,26.39,3.29
4051433927259318016,275.3733,-28.2540,-2.6965,-1.0655,-1.53,0.48,29.39,3.28
4051538449672918784,275.3810,-27.6206,-2.6348,-1.4519,-1.68,0.51,28.75,3.27
4051314286665515520,275.4936,-28.7027,-2.1054,-1.4274,-1.77,0.47,16.19,1.48
4051441383454970752,275.5390,-28.1243,-2.3519,-1.2531,-1.04,0.66,27.44,3.03
4047184898945785600,279.7316,-30.1663,-3.0127,-1.4424,-1.41,0.59,25.07,2.37
4047129442313532160,279.7830,-30.6957,-2.7669,-1.5504,-1.61,0.42,25.06,2.24
4047077176843468800,279.8683,-30.8780,-2.7674,-1.1131,-1.49,0.48,26.50,2.54
4047105905883418624,279.8829,-30.6763,-2.1786,-1.0593,-1.61,0.50,28.77,2.99
4047159949451686016,279.8989,-30.4508,-3.0120,-1.3126,-1.46,0.54,25.42,2.39
4047167272398352768,279.9083,-30.3439,-2.4787,-1.1172,-1.60,0.43,26.69,2.17
4047280517778027776,279.9369,-30.0449,-2.3238,-1.0802,-2.01,0.49,29.66,2.31
4047471661003726336,279.9499,-29.8957,-2.2263,-1.1029,-1.82,0.43,27.26,2.39
4047170158616561536,279.9889,-30.2228,-2.8408,-1.1482,-1.73,0.47,22.56,2.27
4047058111478874752,280.0240,-31.0621,-2.6151,-1.3185,-1.70,0.46,23.48,2.70
4047107619569752704,280.0574,-30.5870,-2.5271,-1.4593,-1.69,0.60,27.01,2.17
4047165790606178688,280.0860,-30.3003,-2.5112,-1.1060,-0.46,0.73,24.31,2.09
4047278215673310976,280.1027,-30.0487,-2.8918,-1.6449,-1.91,0.46,26.55,2.52
4047116827980075008,280.1177,-30.4392,-2.2906,-1.1968,-1.75,0.57,25.38,2.41
4047262895539336960,280.1403,-30.2058,-3.0415,-1.3480,-1.43,0.47,22.42,2.28
4047259420896905984,280.1499,-30.2908,-2.8680,-1.1185,-1.77,0.46,29.19,2.84
4047164450577658496,280.1690,-30.3500,-2.6375,-1.7185,-1.63,0.52,24.37,2.73
4047110063445417600,280.1809,-30.6093,-2.8830,-1.4768,-2.25,0.46,27.96,2.36
4047115526643437312,280.2145,-30.4909,-2.5070,-1.0147,-2.04,0.46,27.86,2.72
4047116007679793152,280.2319,-30.4503,-2.4869,-0.9618,-1.14,0.49,24.08,2.46
4047111330421620096,280.2536,-30.5607,-2.7713,-1.1945,-1.83,0.45,26.36,2.38
4047260932726819328,280.2774,-30.2042,-2.3386,-0.9395,-1.66,0.48,28.07,2.98
4047210904966721152,280.3196,-30.3361,-2.6837,-1.3267,-1.18,0.54,23.69,2.53
4047215509149316608,280.4931,-30.2829,-2.4120,-1.0184,-1.61,0.64,26.63,2.54
4047188296241080704,280.5106,-30.6461,-2.7095,-1.1322,-1.52,0.49,25.63,2.01
4047222935147573376,280.5164,-30.0439,-2.7368,-0.8894,-1.38,0.46,34.94,3.85
4047294265994182400,280.6016,-29.9040,-2.4377,-1.4163,-1.51,0.48,26.34,2.12
4047201632106689152,280.6243,-30.3682,-2.6705,-1.0557,-1.15,0.80,28.01,2.61
4047204140407149056,280.7817,-30.2470,-2.9237,-1.5540,-1.41,0.44,25.25,1.98
4047241725628525952,280.7877,-30.0644,-3.1113,-1.5905,-1.71,0.51,25.08,1.99
6737346284762458496,280.8286,-30.5304,-2.4503,-1.5262,-1.41,0.42,27.67,2.98
6737173734461252352,280.8680,-31.0772,-2.7285,-1.1543,-1.09,0.49,27.79,2.44
4047237538046895872,280.9413,-30.0119,-2.7210,-1.4255,-1.60,0.49,24.23,1.93
6737343712096688000,280.9952,-30.5327,-2.9025,-1.0505,-1.53,0.47,26.22,2.25
6737268082000858496,281.0108,-31.0009,-2.7072,-1.3011,-2.27,0.58,27.42,2.65
4047253549682208256,281.0228,-29.7808,-2.8847,-1.3768,-1.83,0.55,27.56,2.44
6737331617466052352,281.0498,-30.5847,-2.7796,-1.3710,-1.36,0.51,25.03,2.61
4047240561731897472,281.0548,-29.8536,-2.9490,-1.2256,-1.68,0.46,25.00,2.03
6737368378089942016,281.1013,-30.4181,-2.9984,-1.2022,-1.29,0.61,28.48,2.64
6737269112793055616,281.1152,-30.9738,-2.4041,-1.0662,-1.41,0.54,27.50,2.36
6737265195782737152,281.1204,-31.0725,-2.8832,-1.6104,-2.00,0.45,26.21,2.15
4071274129237143424,281.1411,-29.7082,-2.9142,-1.4100,-1.56,0.46,25.62,2.30
6737370164779804672,281.1536,-30.3549,-2.3049,-1.3892,-1.49,0.47,24.40,2.26
6737277157266897280,281.1656,-30.8130,-2.3613,-0.9219,-1.32,0.58,29.36,2.42
6737325772005014272,281.1656,-30.7458,-2.0890,-1.9208,-1.96,0.54,26.92,2.19
4071274889442303104,281.1852,-29.6351,-2.4969,-1.4644,-1.29,0.55,27.25,2.43
6737271861571193600,281.1901,-30.9699,-2.6566,-1.0610,-1.19,0.48,28.70,2.39
4071274472834593152,281.1928,-29.6837,-2.9178,-1.4048,-1.58,0.55,26.68,2.46
6737381297336158592,281.2000,-30.1846,-2.8118,-1.3178,-1.70,0.61,28.89,2.85
6737251245727744896,281.2246,-31.1685,-2.4870,-1.2948,-1.99,0.58,28.33,2.72
4071256021653402368,281.2359,-29.8700,-2.9923,-1.3836,-1.44,0.64,25.87,2.31
4071287568186948992,281.2466,-29.4080,-2.8380,-1.3644,-1.64,0.51,27.23,2.86
6737356906241494144,281.2569,-30.4517,-2.5640,-1.4486,-2.09,0.53,29.66,2.62
4071289148735371520,281.2607,-29.3315,-2.0299,-1.8735,-1.41,0.46,26.59,2.49
4071255746776825472,281.2644,-29.8885,-2.7974,-0.8359,-1.35,0.44,25.87,2.11
6737245340145444352,281.2843,-31.2790,-2.8521,-1.2083,-0.61,0.61,27.48,3.32
6737056288587481472,281.3002,-31.4244,-2.6054,-1.3018,-1.52,0.54,24.77,2.44
6737271449255309568,281.3081,-30.9490,-2.7374,-1.2663,-1.40,0.49,27.24,2.31
6737350549688180864,281.3235,-30.6155,-2.8275,-1.3773,-1.75,0.42,22.71,2.25
4071360342137616512,281.3281,-29.2267,-2.7417,-1.3129,-1.74,0.67,29.90,2.96
6737052234124705024,281.3484,-31.4668,-2.8160,-1.2203,-2.01,0.44,25.10,2.04
4071311482570692224,281.3676,-29.3452,-2.9401,-1.0033,-1.73,0.45,28.31,2.41
6737302338663685376,281.3724,-30.6837,-2.4612,-1.3079,-2.39,0.39,24.66,2.72
6761406588482837376,281.3840,-29.8770,-3.0195,-1.4441,-2.05,0.43,20.05,1.83
6737360582746205184,281.4045,-30.3909,-2.5044,-1.2241,-1.76,0.72,19.07,2.12
6737367209849284992,281.4201,-30.2200,-2.6726,-1.3368,-1.34,0.45,28.37,2.38
6737367111085103488,281.4284,-30.2173,-2.6397,-1.1639,-1.35,0.47,25.69,2.72
6737297974990981248,281.4401,-30.7834,-2.3880,-1.3275,-1.32,0.52,26.80,2.35
6737065363852011392,281.4503,-31.2213,-2.8078,-1.2008,-1.32,0.51,28.67,2.18
6737050928455664384,281.4509,-31.5323,-2.7316,-1.6823,-1.87,0.53,25.53,2.07
6737365423142829312,281.4631,-30.2973,-2.6168,-1.3240,-1.20,0.56,26.96,2.75
6737300620675331200,281.4834,-30.6833,-2.8654,-1.4923,-1.77,0.51,24.24,2.11
6737284372816110720,281.5087,-30.8889,-2.5116,-1.4187,-1.27,0.55,26.57,2.40
6737284888212156416,281.5688,-30.8445,-2.5708,-1.4983,-1.67,0.46,28.09,2.88
6761382747146278016,281.5900,-30.2148,-2.5793,-1.4286,-1.80,0.51,26.08,2.49
4071294371421537024,281.5903,-29.4798,-2.7102,-1.6060,-1.02,0.85,27.20,3.06
6761387793719660800,281.5973,-30.1236,-2.5290,-1.3352,-1.76,0.47,29.33,2.25
4071290935446631040,281.6146,-29.5456,-2.8201,-1.5285,-1.74,0.83,22.14,2.46
6737060514834669056,281.6233,-31.2859,-2.4565,-1.4321,-1.79,0.45,29.02,2.34
6737306706647838208,281.6270,-30.6125,-2.9453,-1.1674,-1.71,0.44,26.06,2.51
6737067150557985024,281.6408,-31.1176,-2.8465,-1.2349,-2.17,0.55,24.99,2.93
6761332749401760768,281.6550,-30.3876,-2.3644,-1.2422,-1.17,0.46,26.16,2.85
6737035775809183616,281.6607,-31.5997,-2.6308,-1.3903,-1.92,0.54,26.50,2.35
6737033787266077696,281.6608,-31.6745,-2.8820,-1.7194,-1.78,0.42,25.52,1.98
6737283376410243328,281.6971,-30.8371,-2.8823,-1.3767,-1.69,0.52,23.80,2.21
6737035604009131136,281.6974,-31.6145,-2.6412,-1.5703,-1.70,0.51,27.02,2.30
6737308733875561600,281.7252,-30.5282,-2.7870,-1.5185,-1.46,0.49,28.96,2.58
6737091236740259840,281.7319,-31.0401,-2.6624,-1.2052,-1.34,0.47,25.69,3.28
6737282341291733888,281.7353,-30.8723,-2.2266,-1.2603,-1.56,0.42,24.25,2.66
6761328385725559808,281.7508,-30.4635,-2.5607,-1.3505,-1.63,0.68,24.52,2.45
6737295505375302912,281.7999,-30.6260,-2.5903,-1.5147,-1.42,0.47,27.44,2.53
4071304812478866688,281.8111,-29.2703,-2.6435,-1.5511,-1.36,0.45,27.56,2.08
6737093229605082752,281.8203,-30.9536,-2.6324,-1.0481,-1.63,0.42,24.08,2.25
6761331718609750656,281.8216,-30.3266,-2.7231,-1.1476,-1.46,0.49,29.28,2.87
6761341579854994816,281.8423,-30.2143,-2.8747,-1.5732,-1.21,0.61,27.34,2.23
6761446828049258240,281.8445,-29.5490,-2.6767,-1.4518,-1.62,0.57,20.01,1.73
6737074056870295296,281.8504,-31.2096,-2.6352,-1.3827,-1.49,0.55,24.54,2.57
6737044644926514560,281.8810,-31.4137,-2.4542,-1.4145,-0.59,0.74,25.90,3.21
6761330863908054272,281.9105,-30.3613,-2.6564,-1.2974,-1.43,0.53,26.12,2.31
6761336876893065472,281.9334,-30.3244,-3.0809,-1.3694,-2.30,0.47,24.36,2.20
6736990249154446080,281.9821,-31.6324,-2.7569,-1.4005,-1.39,0.48,25.86,2.03
6761311244495573120,281.9825,-30.6181,-2.6913,-1.3105,-2.09,0.39,27.92,3.77
6761343954969211136,282.0024,-30.1210,-2.6605,-1.2101,-1.93,0.40,26.17,2.92
6737098860292805632,282.0599,-30.8080,-2.7824,-1.5415,-1.37,0.49,27.02,2.18
6761540527047642624,282.0712,-29.4066,-3.0794,-1.5904,-1.83,0.47,26.03,2.92
6761121849329726464,282.0852,-30.7319,-3.1134,-1.5839,-1.50,0.49,27.87,2.28
6737023754200608896,282.1009,-31.2814,-2.6201,-1.3983,-1.82,0.46,23.51,2.29
6761364742616890496,282.1015,-30.0612,-2.7801,-1.3485,-1.46,0.57,23.87,2.30
6761324301196910336,282.1076,-30.3558,-2.9672,-1.3628,-2.28,0.43,27.56,2.39
6761426624524828288,282.1342,-29.6975,-2.8009,-1.4782,-2.34,0.60,25.15,2.66
6761322853797212800,282.1438,-30.3448,-3.0345,-1.1977,-2.09,0.63,28.20,2.48
6761424906546983424,282.1520,-29.7989,-2.7422,-1.5195,-1.05,0.50,22.74,2.11
6737016573036115200,282.1775,-31.4602,-2.7712,-1.1473,-1.78,0.56,25.73,2.09
6761120204382954752,282.1793,-30.7270,-2.6158,-1.2473,-1.40,0.48,28.09,2.87
6761120341821910784,282.1968,-30.7078,-2.4888,-1.1747,-1.79,0.45,26.09,2.12
6761541450464139136,282.2409,-29.3626,-2.1670,-1.3185,-1.85,0.62,31.69,2.99
6761323300473967744,282.2415,-30.2869,-2.5139,-1.2352,-1.83,0.43,26.39,2.45
6737079996796097280,282.2513,-31.0605,-2.6437,-1.2836,-1.54,0.53,27.91,2.29
6737032172337739264,282.2532,-31.1532,-3.1122,-1.7176,-1.66,0.51,26.15,2.46
6761373190815146496,282.2596,-29.9164,-2.4845,-1.4561,-1.96,0.56,27.72,2.42
6761526886246743424,282.2638,-29.4796,-2.4721,-1.5540,-1.54,0.45,28.55,2.36
6737018875138594560,282.2653,-31.3575,-2.8439,-1.4645,-1.71,0.48,25.60,2.10
6761126045522160256,282.2705,-30.6461,-2.6681,-1.6588,-1.23,0.50,26.32,2.10
6761101302205052544,282.2731,-30.9052,-2.8236,-1.6000,-1.01,0.65,26.74,2.23
6761522763077993216,282.2846,-29.5833,-2.5929,-1.3937,-1.80,0.41,26.48,2.29
6761127454287796480,282.2973,-30.5707,-2.2890,-1.5738,-1.99,0.55,28.67,2.53
6761127449976073728,282.3084,-30.5739,-2.9326,-1.5680,-1.18,0.70,26.13,2.85
6761521560469141504,282.3179,-29.6366,-2.6869,-1.2836,-1.74,0.42,26.92,2.27
6761528329338736512,282.3233,-29.4429,-2.7060,-1.1586,-1.68,0.94,28.48,3.78
6761379551666078592,282.3395,-29.7318,-2.7325,-1.4920,-1.69,0.45,26.03,2.37
6737028113591806592,282.3479,-31.2039,-2.6934,-1.3166,-1.67,0.44,26.08,1.92
6761102642234799872,282.3515,-30.8895,-3.0341,-1.5672,-1.17,0.60,25.34,2.35
6761100103935598592,282.3714,-30.9349,-2.5441,-1.7205,-1.19,0.53,26.17,2.09
6761374260268101632,282.3857,-29.8980,-2.9696,-1.3580,-1.93,0.54,27.65,2.78
6761052820610025472,282.4154,-30.9893,-3.1261,-1.4827,-1.55,0.49,24.23,2.77
6761102504796919296,282.4406,-30.8444,-2.6243,-1.4147,-1.58,0.49,28.62,2.37
6737011792709386240,282.4497,-31.4161,-2.8786,-1.6117,-1.35,0.51,26.51,2.13
6761362715417915008,282.4710,-29.9013,-2.9968,-1.5996,-1.86,0.48,25.55,2.25
6737015091247132928,282.4908,-31.2726,-2.5838,-1.2579,-1.81,0.52,26.97,2.62
6761049900033160192,282.5111,-31.0549,-2.6442,-1.3727,-1.63,0.42,28.19,2.56
6761110373174934144,282.5540,-30.7529,-2.6586,-1.2543,-1.79,0.50,24.90,2.16
6761156007220623744,282.5560,-30.3268,-2.5847,-1.5035,-1.85,0.90,28.20,3.13
6761050587228435712,282.5808,-30.9891,-2.7428,-1.3886,-1.82,0.47,27.07,2.35
6761034163272802432,282.5913,-31.2157,-2.6535,-1.4573,-1.31,0.62,25.41,2.19
6761049281557371392,282.6080,-31.0749,-2.7374,-1.5043,-1.79,0.72,27.29,2.89
6761155079507480192,282.6356,-30.3261,-2.6365,-1.1791,-1.30,0.48,28.27,2.42
6761037496167098368,282.6427,-31.0842,-2.9185,-1.4661,-1.36,0.46,28.10,2.55
6761061960299885696,282.6722,-30.8480,-2.5143,-1.2462,-1.69,0.45,24.03,2.74
6761453695681742464,282.7074,-29.8689,-2.9620,-1.4139,-0.21,0.47,24.24,2.41
6761453764402036480,282.7448,-29.8608,-2.7282,-1.3346,-1.69,0.50,26.97,2.38
6761262140140418432,282.7512,-30.0508,-2.4808,-1.3842,-1.08,0.83,28.49,2.36
6761453558243595648,282.7577,-29.8759,-2.8332,-1.4897,-1.48,0.51,27.47,2.18
6761147932693195392,282.7658,-30.3817,-2.7438,-1.5134,-1.98,0.44,26.95,2.33
6761150990699972992,282.7839,-30.2917,-2.7483,-1.2535,-1.43,0.43,24.58,2.27
6761265855299855232,282.7872,-29.8861,-3.0941,-1.3822,-1.68,0.52,25.66,2.18
6761265786580280576,282.7952,-29.8946,-2.6089,-1.0374,-1.08,0.67,27.51,2.96
6761046051742656256,282.8283,-30.9323,-2.5298,-1.4333,-1.60,0.48,28.20,2.35
6761046502741256064,282.8389,-30.8735,-2.6037,-1.2677,-2.00,0.52,26.27,2.27
6761144221844081280,282.8560,-30.4267,-2.9465,-1.5434,-1.85,0.43,26.65,3.05
6761096079523967744,282.8646,-30.5483,-2.7662,-1.5708,-1.60,0.45,26.73,2.09
6761260971909355136,282.8845,-30.0257,-2.9046,-1.6270,-1.74,0.44,27.82,2.24
6761041176981626112,282.9003,-31.0434,-2.5268,-1.4413,-1.60,0.55,30.46,3.20
6761259941115713920,282.9140,-30.0534,-2.6106,-1.7169,-1.67,0.48,27.49,2.07
6761072302580071296,282.9501,-30.7510,-2.7553,-1.3779,-1.33,0.44,25.46,2.68
6761146455215537408,282.9666,-30.3385,-2.8474,-1.1986,-0.82,0.75,23.98,2.44
6761245205094444288,282.9737,-30.1759,-2.4709,-1.1870,-1.84,0.58,29.61,3.51
6761240944503344128,283.0151,-30.2642,-2.5722,-1.5519,-1.45,0.48,24.64,3.01
6761192084953755648,283.0896,-30.3812,-2.4249,-1.4140,-1.63,0.46,26.18,2.06
6761191775690822656,283.0908,-30.3996,-2.7265,-1.6300,-1.32,0.46,26.99,2.79
6761094778153966080,283.0970,-30.4708,-2.5319,-0.7978,-1.50,0.68,28.75,3.63
6761254924592683136,283.1086,-29.9791,-2.8430,-1.2128,-0.24,0.76,26.42,2.70
6761073264653241216,283.1452,-30.8199,-3.0866,-1.6194,-1.87,0.54,27.74,2.73
6761194215229166976,283.1494,-30.3112,-2.4719,-1.4873,-1.27,0.51,25.34,2.06
6761187893039716096,283.2126,-30.4507,-2.6439,-1.4036,-1.94,0.62,25.05,2.89
6761188133557919744,283.2148,-30.4393,-2.2667,-1.6184,-1.49,0.43,25.85,2.11
6761251321127113728,283.2483,-30.0518,-2.7675,-1.5298,-1.99,0.48,27.94,2.27
6761279663607262848,283.2815,-29.8861,-2.8611,-1.5277,-1.82,0.41,27.68,2.45
6760321611016140544,283.3312,-30.8632,-2.7878,-1.1541,-1.59,0.57,27.87,3.12
6760324295391519360,283.3440,-30.7916,-2.2542,-1.3716,-1.51,0.58,30.70,4.47
6761183971730075904,283.3944,-30.3767,-2.5619,-1.3038,-1.13,0.52,26.20,2.12
6760319996108611456,283.4346,-30.8553,-2.9970,-1.5738,-1.81,0.47,27.51,2.28
6761179917280865408,283.4493,-30.4332,-2.8067,-1.3683,-1.85,0.48,27.41,2.80
6760320515827605760,283.4578,-30.8299,-2.8663,-1.3270,-1.18,0.87,25.15,2.31
6761184762005150976,283.4606,-30.2928,-2.8215,-1.3241,-1.00,0.45,26.27,2.36
6760320515827606912,283.4627,-30.8189,-3.0362,-1.5270,-1.72,0.43,25.67,2.16
6761173771212541184,283.4676,-30.4593,-2.7760,-1.6670,-1.71,0.47,25.83,2.89
6761184658924927360,283.4682,-30.3208,-2.6230,-1.8080,-2.41,0.55,28.68,3.09
6761186656085512192,283.4842,-30.2413,-2.5985,-1.2628,-1.01,0.65,25.37,2.76
6760413592037584512,283.5175,-30.8173,-2.4871,-1.4662,-1.81,0.52,26.80,2.83
6761180265203077376,283.5549,-30.3935,-2.8229,-1.0693,-1.60,0.42,24.66,2.11
6760401982757074304,283.6155,-30.8264,-2.5622,-1.0617,-1.58,0.55,29.04,2.18
6760303228562316800,283.6215,-30.9642,-2.6495,-1.4958,-1.52,0.45,27.44,2.19
6760302816245422208,283.6229,-30.9983,-2.8004,-1.5266,-1.84,0.50,29.26,2.50
6760428091850231552,283.6318,-30.4949,-2.6595,-1.2562,-1.39,0.50,27.31,2.12
6760400810214849920,283.6815,-30.8541,-2.4251,-1.2751,-1.46,0.67,25.55,2.56
6761181360389990784,283.6878,-30.3537,-2.4348,-1.4956,-1.71,0.41,28.29,2.58
6760424037399750784,283.6984,-30.5513,-2.9106,-1.2224,-1.28,0.52,25.50,2.31
6760429023869044224,283.7064,-30.4623,-2.9045,-1.4934,-1.51,0.40,21.53,2.25
6760429504905505920,283.7148,-30.4299,-2.8252,-1.4597,-1.00,0.57,26.59,2.67
6760429023868977024,283.7151,-30.4659,-2.3623,-1.1934,-1.90,0.39,25.81,2.09
6760430462677786752,283.7243,-30.3905,-2.7662,-1.3584,-1.88,0.80,30.44,3.05
6760403116641879296,283.7285,-30.7820,-2.4733,-1.3962,-1.66,0.42,28.51,2.68
6760428749007267456,283.7295,-30.4919,-2.8597,-1.3022,-1.71,0.55,27.83,2.64
6760428744690894976,283.7300,-30.4859,-2.2908,-1.7806,-1.48,0.44,23.81,1.95
6760425690990534400,283.7324,-30.4985,-2.9095,-1.5446,-0.82,0.84,26.33,2.43
6760429539265197184,283.7330,-30.4213,-2.4881,-1.1422,-1.71,0.53,28.55,2.53
6760429230027368704,283.7338,-30.4540,-2.5912,-1.5283,-1.37,0.45,27.02,2.24
6760430432634547456,283.7455,-30.3931,-2.5885,-1.2878,-1.07,0.62,23.21,2.41
6760409984267770112,283.7484,-30.7157,-2.5228,-1.3457,-1.40,0.51,26.52,2.16
6760429230028178048,283.7498,-30.4504,-2.9164,-1.4759,-0.93,0.81,26.46,2.58
6760425721038475776,283.7537,-30.5162,-2.7483,-1.3497,-1.01,0.70,26.33,2.47
6760429230028172928,283.7543,-30.4532,-2.5550,-1.3949,-1.49,0.62,29.08,3.01
6760429367466316416,283.7591,-30.4296,-2.7508,-1.4973,-1.50,0.51,28.39,2.87
6761234755425007872,283.7677,-29.8210,-2.7306,-1.0565,-1.80,0.42,26.79,2.37
6760425446149080960,283.7811,-30.5233,-2.6340,-1.5470,-1.61,0.51,27.13,2.13
6760429328799676800,283.7860,-30.4341,-2.8588,-1.2270,-1.86,0.40,24.91,3.03
6760349309260707840,283.7980,-30.9842,-2.3450,-1.6960,-1.18,0.47,22.23,2.45
6760410911979534208,283.8001,-30.6268,-2.5691,-1.4181,-1.45,0.62,25.94,2.30
6760425892824515840,283.8054,-30.4963,-2.4784,-1.2899,-1.74,0.96,26.04,2.69
6761614052580439424,283.8363,-29.7011,-2.4428,-1.2499,-1.59,0.48,25.50,2.34
6760425274349236224,283.8465,-30.4892,-3.1032,-1.6762,-1.63,0.59,27.29,2.45
6760412939204216448,283.8546,-30.5721,-2.7297,-1.5457,-2.02,0.41,27.79,2.30
6761614464897416448,283.8560,-29.6766,-2.6245,-1.6397,-1.12,0.57,26.31,2.23
6761221492565937024,283.8593,-29.9266,-2.6400,-1.3143,-1.60,0.43,27.87,2.40
6761214895495961088,283.8649,-30.1072,-2.5274,-1.4498,-1.63,0.47,28.25,2.51
6760455476559529856,283.8745,-30.2787,-2.8618,-1.2116,-1.73,0.81,24.89,2.89
6760449669764804992,283.8780,-30.4253,-2.7366,-1.3187,-2.10,0.45,28.43,3.52
6760343777342610560,283.9036,-31.1159,-2.8539,-1.4744,-2.06,0.63,26.98,2.80
6760349584142590080,283.9049,-31.0088,-2.9684,-1.7558,-1.45,0.51,25.28,2.69
6760405483140673408,283.9365,-30.7498,-2.7182,-1.0542,-2.53,0.51,28.30,2.51
6761674388279429120,283.9386,-29.3385,-2.6280,-1.4960,-1.46,0.54,24.54,2.11
6761678240886972032,283.9413,-29.2540,-2.4875,-1.3294,-1.24,0.52,29.69,2.38
6761623810743652352,283.9450,-29.4985,-2.6618,-1.4044,-1.55,0.67,27.60,2.93
6760407102353073152,283.9650,-30.7161,-2.7621,-1.4839,-1.62,0.56,28.08,2.26
6760331403547343488,283.9710,-31.1853,-3.0345,-1.2853,-1.79,0.49,25.98,2.22
6760432249375923840,283.9874,-30.6010,-2.5142,-1.0917,-1.35,0.52,28.54,3.08
6760435341753624960,283.9880,-30.5718,-2.8057,-1.1147,-1.01,0.73,23.25,2.84
6760408476742720512,283.9880,-30.6524,-2.8606,-1.3811,-1.70,0.52,30.12,3.41
6761674113402243200,284.0033,-29.3133,-2.9742,-1.6066,-1.88,0.41,25.82,2.43
6761599660162941312,284.0063,-29.7715,-2.8058,-1.1200,-1.21,0.50,27.82,2.37
6760438915165469824,284.0115,-30.4239,-2.6284,-1.4702,-2.05,0.59,28.68,2.94
6760333465131897088,284.0143,-31.0940,-2.6853,-1.5218,-2.02,0.52,27.34,2.19
6760330647633294592,284.0269,-31.1974,-2.5265,-1.2774,-1.71,0.41,22.98,2.64
6761216617786291328,284.0328,-30.0009,-3.0273,-1.7523,-1.73,0.62,29.98,2.62
6760432803457427840,284.0342,-30.5558,-2.6837,-1.3906,-1.38,0.51,26.88,2.31
6760041647871136640,284.0528,-31.5339,-2.6072,-1.4489,-1.74,0.47,26.84,2.17
6760437472057556736,284.0598,-30.4978,-2.5547,-0.9338,-1.62,0.42,27.49,2.53
6760325390592548480,284.0763,-31.3542,-2.4888,-1.2236,-1.69,0.54,23.97,2.68
6760464036451669120,284.0835,-30.1277,-2.5380,-1.5320,-1.99,0.47,27.68,2.56
6761592543387935104,284.1097,-29.9268,-2.9035,-0.9650,-1.66,0.45,27.59,2.23
6761618935953768448,284.1137,-29.5840,-2.6119,-1.4223,-1.42,0.50,24.94,2.78
6760841130264842112,284.1222,-30.0000,-2.5938,-1.3123,-0.70,0.55,26.45,2.13
6760355837612159104,284.1227,-30.8253,-2.8776,-1.1201,-1.68,0.51,25.79,2.21
6761594398806450560,284.1459,-29.8722,-2.3390,-1.2084,-1.30,0.54,27.41,2.80
6760136553769969792,284.1498,-31.4225,-2.8047,-1.6012,-1.67,0.48,28.14,2.64
6761605290843234304,284.1600,-29.7065,-2.7419,-1.4177,-1.29,0.60,22.82,2.27
6760328418541788160,284.1892,-31.1975,-2.2479,-1.2102,-1.92,0.49,31.23,2.79
6760447333299597952,284.2050,-30.2815,-2.6905,-1.5666,-1.61,0.44,26.24,2.02
6760837423717530624,284.2133,-30.0413,-2.4320,-1.1613,-1.47,0.43,23.21,2.69
6760446199428563456,284.2343,-30.3346,-2.4522,-1.1831,-1.58,0.49,22.65,2.15
6760146376358900224,284.2488,-31.2069,-2.4270,-1.2745,-1.80,0.43,26.83,2.37
6760336145191008384,284.2529,-31.0554,-2.8245,-1.4265,-1.74,0.52,27.69,2.41
6760447127141183616,284.2582,-30.2469,-2.9555,-1.4355,-1.25,0.40,25.30,2.26
6760138581007566208,284.2618,-31.3350,-2.8226,-1.3476,-1.24,0.65,23.48,2.44
