source_id,ra,dec,pmra,pmdec,FeH,e_FeH,Dist,e_Dist
6736090298899934080,281.9475,-32.5529,-2.5584,-1.0921,-1.24,0.48,25.27,2.01
4071526952510347008,281.9587,-28.2476,-2.9143,-1.4338,-1.33,0.65,27.41,2.39
4072100279074930560,281.9810,-27.8373,-2.5982,-1.2584,-1.20,0.50,24.73,2.82
4071402462855155072,282.0008,-29.0205,-2.2724,-0.8284,-1.85,0.50,26.39,2.26
4072113228404125568,282.0082,-27.5938,-2.6125,-1.2489,-1.62,0.49,28.28,2.58
4072128930821333760,282.0502,-27.4133,-2.9911,-1.4016,-1.68,0.48,27.58,2.57
6736212623862003456,282.0519,-32.0534,-2.6504,-1.0019,-1.53,0.60,25.10,2.28
4071517636703354880,282.1474,-28.1473,-2.4135,-0.7751,-1.13,0.48,25.52,2.18
6735786734910598016,282.2025,-33.5412,-2.6789,-1.3778,-1.17,0.64,26.28,2.31
6735786764960472704,282.2218,-33.5478,-2.8770,-0.9562,-1.72,0.66,25.12,2.50
4071450463425378176,282.2839,-28.6492,-2.6010,-1.1595,-1.28,0.53,27.67,2.18
6735773192863564544,282.3108,-33.6724,-2.9326,-1.5340,-1.70,0.48,25.49,2.27
6735801337799581440,282.3244,-33.2081,-2.8260,-1.2446,-0.96,0.47,24.41,2.30
4071431020099214464,282.3379,-28.8648,-2.8843,-1.2424,-1.99,0.41,25.63,2.61
6735720107078642432,282.3712,-33.8301,-2.5250,-1.5457,-0.08,0.78,21.00,3.07
6736039927514337536,282.3733,-32.7241,-2.7656,-1.3816,-1.35,0.45,26.16,2.90
6736219422782380928,282.3950,-31.8634,-2.7740,-1.5956,-1.78,0.43,25.51,2.31
6736016945144326400,282.4146,-32.9277,-2.3472,-1.2788,-1.68,0.46,29.24,2.73
6736205335299696640,282.4196,-32.0196,-2.6951,-1.4881,-0.96,0.71,30.86,3.39
6736136340941261184,282.4435,-32.5715,-2.2826,-1.2491,-1.84,0.48,26.51,2.37
6736144587277359616,282.4488,-32.3112,-2.9886,-1.3964,-1.58,0.49,25.31,2.30
6735832605162346112,282.5635,-33.0373,-2.8154,-1.6786,-1.26,0.43,27.03,2.23
6732304856461073408,282.5658,-34.5578,-2.5353,-0.8867,-1.30,0.49,25.59,2.06
6736126307897419008,282.6261,-32.5301,-2.8128,-1.3361,-1.41,0.62,27.88,2.65
6736126896323284224,282.6765,-32.4828,-2.5984,-1.3315,-1.85,0.42,25.90,2.44
6736224100026519808,282.6796,-32.0606,-2.8221,-1.4273,-1.39,0.75,23.41,2.24
6736131908534092800,282.7335,-32.4903,-2.7173,-1.1076,-1.82,0.40,26.37,2.46
6736177714377449344,282.7350,-32.0201,-2.8707,-1.2386,-1.87,0.64,25.29,2.40
6736179020047457664,282.8074,-32.0129,-2.6603,-1.2468,-1.41,0.44,27.42,3.00
6760602467527263872,285.4064,-30.2255,-2.7270,-1.8751,-1.55,0.53,27.35,2.52
5968869437427206912,249.4070,-40.9284,-1.4634,-0.6534,-1.64,0.39,17.99,1.58
6889468911081484544,313.3704,-12.5340,-2.4499,-2.8051,-1.73,0.46,15.74,1.33
6751395157146500608,294.9781,-30.8364,-3.0073,-2.1315,-1.86,0.47,22.55,3.08
6741750619104783744,295.4049,-34.0549,-2.4770,-1.5267,-2.15,0.43,26.90,2.21
6746357023072172032,292.1517,-30.3490,-2.1057,-1.5230,-1.83,0.40,28.00,2.81
6746379532994002048,292.2179,-30.3697,-2.3128,-1.6142,-1.11,0.88,28.91,3.99
4071817665935015424,282.6975,-28.5530,-2.7387,-1.6853,-1.31,0.47,23.92,2.29
4071818318782739840,282.6248,-28.5369,-2.2209,-1.2713,-1.46,0.46,28.37,2.36
4071818460528108288,282.5854,-28.5461,-2.8171,-1.1155,-1.60,0.43,26.25,2.12
3288976416432124672,72.4049,7.1715,0.1353,-1.7366,-1.58,0.43,32.17,2.58
3289674709394735360,72.0024,8.2887,0.3588,-1.2471,-1.45,0.46,49.51,4.44
3289801054448913280,73.5518,9.0545,0.1794,-0.7618,-1.97,0.42,46.73,4.22
3290226973468887936,75.4998,8.4625,-0.1760,-1.0895,-1.43,0.57,39.49,3.87
3290984399541700224,77.4808,10.5104,-0.2912,-0.6887,-1.52,0.46,59.44,7.04
3291563189334514816,74.5630,10.6612,-0.3877,-0.8508,-1.02,0.46,59.72,7.26
3291887579624008192,75.6463,10.6139,0.7115,-1.2547,-2.06,0.44,33.14,2.75
3292252823643657728,70.5262,8.1272,0.0091,-1.1196,-1.50,0.43,48.50,4.43
3292905452514181760,72.0543,9.3086,0.2159,-1.3323,-1.60,0.42,36.60,3.11
3293944284843462912,70.1815,10.4356,0.1023,-1.1698,-1.52,0.43,40.18,3.55
3294525960855036928,73.8404,10.3257,0.0822,-0.9038,-1.86,0.44,44.33,3.80
3294773041732808320,72.5773,10.9421,0.0451,-1.6294,-1.06,0.48,35.05,3.38
1153002975841572224,224.9137,0.5572,-1.3085,-1.1215,-1.67,0.55,60.99,8.25
1153862789640600960,225.3557,2.4105,-1.3127,-0.6388,-1.13,0.58,51.89,6.25
1154124065385721984,223.1718,1.6898,-0.9139,-0.2931,-1.93,0.67,66.41,8.17
1154153816623583360,223.6275,1.8632,-0.9983,-1.0007,-1.52,0.54,52.39,6.42
1154275450097611648,224.0988,2.4816,-0.8408,-0.7881,-1.54,0.47,50.97,5.48
1154460030612705664,222.6663,2.7576,-1.1470,-0.5595,-1.62,0.52,54.30,5.68
1154898151635762048,224.1889,3.1661,-0.8254,-1.0043,-1.67,0.72,49.24,5.45
1155191858679821952,227.6802,2.6218,-1.3353,-0.5702,-1.31,0.75,52.17,5.31
1155235564267594240,228.2203,3.0503,-0.8934,-0.7996,-1.39,0.52,68.95,8.52
1155547722490593280,226.5515,3.5596,-0.8212,-0.4015,-2.03,0.37,57.39,5.39
1156202309865956608,229.5633,5.3488,-1.3826,-1.0798,-2.18,0.46,23.90,2.09
1156443102911703936,227.2443,4.3461,-0.8782,-0.4478,-2.50,0.48,60.76,8.86
1156552126362188160,227.1271,4.9482,-0.9555,-0.7769,-1.76,0.62,50.79,5.07
1158826260005909504,221.5451,5.2005,-1.2352,-1.1017,-2.30,0.47,34.85,3.35
1159794036396688128,225.3086,5.6604,-0.6423,-0.3304,-2.04,0.45,41.89,4.56
1160868847667858048,223.8429,6.6706,-0.8660,-0.3756,-1.70,0.50,47.48,5.06
1161534254065859584,225.6280,8.1484,-1.2909,-0.8639,-2.06,0.52,66.72,9.11
1162829032086214528,231.6099,7.1916,-0.7378,-0.5699,-1.83,0.46,48.00,4.08
1163861679663809792,230.9895,8.5521,-1.0363,-1.0742,-1.58,0.42,30.05,3.89
6663205807683793920,289.8015,-46.8996,-2.8918,-1.9653,-2.17,0.44,27.39,2.42
6736086729791682048,282.0132,-32.6159,-2.9793,-1.4397,-1.54,0.43,26.25,2.07
6736134038838288128,282.8614,-32.3841,-2.7489,-1.4020,-1.79,0.47,28.28,2.35
6736184100975167488,283.0761,-31.8855,-2.4631,-1.2227,-1.32,0.48,30.27,2.78
6736233063602359936,282.8179,-31.8679,-2.5519,-1.4999,-1.35,0.51,26.21,2.06
6736255710977828096,282.6147,-31.5538,-2.8949,-1.4144,-1.28,0.76,25.92,2.57
4139936637520427776,254.6114,-15.5739,-1.5491,-0.8482,-1.42,0.40,43.56,4.91
4140082082293412992,255.2993,-14.8580,-1.3900,-1.2047,-1.11,0.55,29.94,3.05
4124263889552642048,262.3902,-17.6224,-1.6038,-0.9786,-1.35,0.48,30.09,2.60
3795682849694018432,176.4260,0.3874,-1.6337,-0.5932,-1.40,0.45,23.57,1.84
3795728135829088768,175.5800,-0.1571,-1.3557,-1.1013,-1.63,0.46,24.39,1.74
3799531793226298240,176.8449,2.2647,-1.6789,-0.7917,-1.85,0.62,28.94,3.03
3800184520880936064,173.4985,2.7979,-1.0836,-0.8712,-2.21,0.44,42.68,3.56
2309420029777356160,2.1475,-35.6879,-1.9769,-3.2838,-1.67,0.45,18.70,1.61
2317166883764175104,8.8321,-31.9526,-1.7149,-3.5626,-2.33,0.48,18.10,1.52
2319548906986137344,3.6400,-31.4502,-1.3255,-2.9367,-1.93,0.57,19.27,2.04
2323082286386272640,3.8359,-27.0437,-1.9176,-3.5467,-1.74,0.41,20.17,1.68
2326113987836637184,357.0843,-32.6573,-1.8666,-2.9623,-2.00,0.38,18.99,1.50
2329158153280889600,353.0128,-30.0324,-1.7694,-3.4876,-1.63,0.43,21.78,1.86
2331617696368193536,355.5946,-26.9666,-1.5405,-3.0021,-1.77,0.55,25.10,2.29
2331793682653100544,353.2288,-28.0276,-2.0493,-3.0480,-1.67,0.49,19.62,1.84
2332384876311166848,354.2998,-26.5744,-1.4451,-2.9048,-1.57,0.70,25.36,2.35
6012228261849261440,239.4001,-33.3899,-1.1813,-0.6413,-1.39,0.46,37.26,3.71
3597737973208700160,181.8700,-4.0000,-1.0192,-0.8613,-2.03,0.38,50.96,4.60
3600806611378444672,181.1975,-3.7464,-1.2009,-1.0186,-1.59,0.41,25.46,1.95
3602373170634046208,180.1943,-1.7926,-1.0965,-1.2349,-1.83,0.45,27.61,2.16
3602718279846258432,179.3509,-0.8995,-0.9863,-0.9555,-1.42,0.46,32.77,2.90
3604927507943603200,201.4481,-15.7964,-1.0807,-0.9736,-1.87,0.40,31.69,2.79
3605213003009646080,205.2507,-16.3837,-0.9371,-0.2203,-1.83,0.59,49.66,5.30
3605214862731236096,205.1958,-16.2973,-1.2085,-0.9879,-2.06,0.47,24.80,1.97
4048240185287989120,278.6630,-29.1780,-2.4260,-1.3393,0.10,0.75,25.23,2.45
4048291346941699072,278.7131,-28.9496,-2.4982,-1.0779,-1.50,0.43,25.53,2.20
4048312997906280576,278.4200,-28.7060,-2.7239,-1.1789,-1.69,0.57,25.59,2.57
4048323542011913088,279.3301,-29.0581,-2.7082,-1.4517,-1.51,0.44,26.37,2.55
4381405677496020480,254.4662,0.6681,-1.1480,-1.0547,-1.79,0.43,40.06,3.17
4382271061867282176,250.7102,-0.9342,-2.0829,-1.0259,-1.37,0.38,16.04,1.46
4382295976973958272,249.9181,-1.4653,-1.9681,-0.9169,-1.42,0.49,16.95,1.62
4383862884122845184,250.9165,0.9934,-1.1689,-1.3688,-1.56,0.45,31.62,2.58
4384277503085936384,252.8525,0.2935,-1.1130,-1.2283,-1.56,0.37,32.23,2.74
3403880741655387392,82.3535,21.5556,0.5283,-0.7930,-1.68,0.49,50.76,5.34
3405438341607956608,75.3450,16.5983,0.0772,-1.4787,-1.17,0.60,43.23,4.77
3405888419821911296,71.9296,16.2093,0.5487,-0.7850,-1.51,0.42,40.30,4.18
3405908348471012096,71.9030,16.4401,0.5627,-1.0782,-1.72,0.47,52.45,6.37
3406307707413542400,72.1675,17.4316,0.1903,-0.9917,-1.83,0.69,49.10,5.11
3406803724596171392,72.3200,18.4314,0.3992,-1.6684,-1.24,0.60,70.18,9.53
3407259201584025600,75.1516,17.6965,0.0758,-1.3786,-2.09,0.59,52.46,5.96
6227096168480590208,228.3856,-24.8480,-1.3844,-0.6083,-1.66,0.45,22.57,1.94
6229487567609237504,223.3169,-24.2381,-1.1653,-0.8463,-1.85,0.51,46.85,5.00
6229751690919288960,221.5210,-25.0706,-1.2156,-0.1344,-2.58,0.87,54.63,6.04
5035474392894128256,22.4474,-28.2117,-0.7954,-3.3646,-1.60,0.43,21.11,1.59
5039917588101450240,19.0482,-25.8169,-1.3255,-3.2548,-1.74,0.46,21.09,1.78
5040279018189027200,22.3583,-24.6388,-1.0942,-3.2146,-1.51,0.41,21.22,1.63
5041458420504052480,20.1558,-23.1016,-0.9025,-3.1737,-1.55,0.40,20.96,1.59
6240684616069145088,236.5140,-21.8298,-1.3544,0.0388,-1.50,0.41,54.16,6.32
6240870437831874048,234.8898,-23.0895,-1.0484,-0.1810,-1.66,0.51,56.13,7.30
6241314876750464384,234.9516,-21.5438,-0.9961,-0.2478,-2.03,0.41,50.41,5.83
6241893597823268992,236.7677,-20.1854,-1.7691,-0.5760,-1.44,0.49,50.31,4.99
6242142400988438272,242.7906,-23.6297,-0.8473,-0.5085,-1.94,0.43,53.68,5.13
6242323060192979456,241.6717,-23.2061,-0.8054,-0.5355,-1.52,0.48,51.87,4.28
6242655868621196800,242.9156,-22.4483,-1.6099,-0.3134,-1.44,0.48,40.24,3.48
6242682841016188672,243.1474,-22.2332,-0.9296,-0.4951,-1.53,0.52,42.44,4.11
1236075954108086400,218.8113,18.5115,-0.8069,-0.5543,-2.11,0.51,60.75,7.73
1238586310953443840,216.0432,17.7055,-1.0203,-0.4776,-1.58,0.39,48.02,4.15
1239974311239895040,214.0919,19.3247,-0.7160,-0.8813,-1.53,0.49,80.03,9.14
1243152071642576896,208.6733,15.3033,-1.4792,-0.0398,-1.96,0.52,59.24,5.77
1243448420090325376,208.0143,16.2167,-1.3193,-0.6430,-1.47,0.49,43.93,4.02
1243606273024006016,209.8921,16.3338,-1.2755,-1.1589,-1.45,0.40,34.61,3.35
1244434853819196544,206.0791,16.8988,-1.7220,-0.4934,-1.76,0.41,34.05,2.81
1246471939627930240,209.2862,19.0281,-1.1265,-1.3107,-2.15,0.41,32.66,2.70
1246901298918620672,209.6388,20.2081,-1.1099,-0.2323,-1.86,0.48,61.91,6.51
1247782252546110720,204.6343,17.7562,-1.5494,-0.5932,-1.61,0.44,38.29,3.15
1248122512739828224,207.0783,18.9196,-0.8486,-0.5990,-2.32,0.44,76.39,7.64
1248989889975393280,202.9492,19.5028,-1.5505,-1.1276,-2.36,0.40,31.96,2.44
1250883833113992448,206.9194,20.9519,-1.6275,-0.6714,-1.48,0.41,41.42,3.39
1251759869003165696,207.7247,23.1906,-0.8883,-0.7283,-1.67,0.42,60.73,5.66
1253284071292556544,213.2026,21.7986,-1.2148,-1.0911,-1.18,0.44,29.87,2.41
1253558292068974592,212.5895,22.2536,-1.0428,-0.6832,-1.53,0.47,57.49,5.33
1254029879478456704,213.1518,23.3388,-0.8365,-1.1234,-1.91,0.42,29.20,2.43
3894451493885306752,183.8225,5.5784,-0.7988,-0.7783,-2.12,0.44,42.53,3.65
3894984241628503296,181.1536,5.2539,-1.2957,-0.6347,-1.87,0.56,43.59,3.80
3894995034882592896,181.0690,5.3876,-1.2856,-0.7893,-1.65,0.40,39.60,3.47
3895300110703419904,183.6194,6.1308,-1.2528,-0.6393,-1.72,0.45,49.91,4.13
3895537673934453120,183.2886,6.7420,-1.3876,-0.8474,-1.70,0.52,39.16,3.24
3895997991349677696,176.0630,3.7524,-1.1207,-1.2064,-1.61,0.43,24.06,1.95
3896233733514084480,178.8540,4.2371,-1.5050,-0.7287,-2.20,0.40,37.65,3.80
3897661449362903552,176.1204,5.8880,-1.4403,-0.8881,-1.92,0.75,34.98,3.46
3898451929504002432,181.1001,6.2818,-1.0988,-0.6156,-1.56,0.41,63.08,6.90
3898848891857014016,180.7090,7.6921,-1.3329,-0.5364,-2.29,0.61,55.78,5.51
3899485951470632832,178.2065,7.6009,-1.1246,-0.5434,-2.46,0.64,43.25,4.39
3900084704271073536,180.0875,9.1050,-1.5305,-0.7613,-1.44,0.39,35.11,2.88
3900485033878995712,184.7553,6.0445,-1.3103,-0.6308,-1.93,0.41,40.41,3.50
3900585841055573632,186.2641,6.5418,-1.0172,-0.2982,-1.90,0.39,42.37,4.46
3900726273601479680,187.5605,6.5442,-1.4561,-0.7322,-1.49,0.42,39.34,3.59
4176394965628379520,265.9125,-4.5599,-1.5237,-1.4121,-1.48,0.49,23.53,2.14
6736751487636158848,280.1904,-31.7826,-2.7546,-1.4096,-1.17,0.47,27.04,2.23
6736830893007446528,281.4253,-32.6100,-2.5886,-1.4428,-1.05,0.72,28.19,2.73
6245781333499796224,242.5454,-19.0946,-1.7178,-0.6339,-1.69,0.48,45.76,5.24
6245927843424159104,243.2671,-18.3317,-1.6603,-0.6681,-0.86,0.63,39.00,3.79
6245933345276994688,244.7201,-19.3038,-1.2113,-0.7600,-1.46,0.46,42.03,4.36
6245973473157716736,245.0238,-18.8766,-1.7123,-0.8080,-1.35,0.43,35.80,3.65
6246027521025053824,244.3670,-18.7341,-1.2217,-0.7928,-1.64,0.50,36.33,4.27
6246200075631305344,245.1287,-17.8428,-1.7409,-1.0484,-1.09,0.42,40.82,3.50
6246339644890471936,243.7389,-17.8979,-1.6094,-0.2847,-1.54,0.48,41.20,4.38
6246613114046386560,239.1647,-21.0367,-1.7238,-0.0009,-1.39,0.45,49.91,5.47
6246854800445909632,238.1188,-20.8146,-1.4533,-0.5779,-2.33,0.53,43.08,3.52
6246898471674680192,238.1262,-20.5252,-1.4620,-0.5945,-1.70,0.37,44.43,4.74
6246936576623806336,238.9958,-20.3670,-1.8767,-0.6198,-1.84,0.55,48.46,4.97
6247021273379240192,239.0806,-20.0387,-1.4210,-0.3819,-1.30,0.50,35.80,3.16
6247073362743614720,240.3115,-20.5570,-1.3390,-0.5461,-1.85,0.51,45.47,4.09
6247086282003474816,240.5550,-20.2164,-1.1219,-0.2721,-1.74,0.47,47.47,4.92
6247086350722993664,240.5467,-20.1973,-2.0781,-0.9102,-2.00,0.43,45.25,4.43
6247160675139865600,240.1215,-19.8510,-1.1281,-1.1501,-1.80,0.66,38.46,3.35
6247302782714784512,241.2061,-19.3887,-1.3346,-1.0930,-1.92,0.43,54.55,5.31
6247313266738206080,241.3948,-19.1924,-0.8668,-0.4982,-1.35,0.45,43.55,3.86
6247335630625031936,241.2515,-18.9252,-1.5054,-0.8676,-1.93,0.38,47.26,5.37
6247451732181575680,239.9137,-19.2813,-1.4969,-0.6457,-1.66,0.37,41.07,4.16
6247520657815553408,240.8586,-18.8963,-1.6026,-0.8479,-1.30,0.49,41.81,4.50
6247544782653735040,240.7702,-18.6707,-1.9347,-0.7594,-1.31,0.40,34.76,3.10
6247589136775733632,240.3565,-18.6710,-2.0332,-0.8174,-1.51,0.46,40.16,4.03
6248107109831853568,237.8888,-18.7258,-1.2274,-0.2909,-1.51,0.41,43.39,3.94
6248166590838710784,237.5830,-18.5494,-1.9535,-0.5687,-1.51,0.40,43.44,4.01
6248201461677340544,238.9950,-19.1965,-1.0337,-0.6882,-1.88,0.39,42.59,4.05
6248217649409033344,239.4356,-19.0688,-2.1136,-0.8565,-2.06,0.44,51.99,5.17
6248220668765328896,239.4994,-18.9608,-0.8270,-0.3843,-1.60,0.42,23.73,2.15
6248366732013776640,240.2856,-18.3148,-1.6685,-0.9585,-1.31,0.49,37.38,3.65
6248392609197106432,240.1121,-17.9041,-0.9380,-0.2204,-1.63,0.45,43.42,3.99
6248397213401717376,239.3589,-18.4027,-1.4787,-0.8493,-1.31,0.57,39.69,3.29
6248445866791731456,239.6030,-17.9913,-1.1818,-1.0633,-1.92,0.46,43.65,3.77
6248485135673671424,238.1184,-18.5787,-1.2049,-0.7166,-1.13,0.52,42.73,3.97
6248630339926078080,239.0750,-17.8588,-0.8646,-0.5970,-0.96,0.47,42.26,3.71
3994986851399146624,165.4532,23.0120,-1.7543,-1.5120,-1.65,0.55,26.81,2.66
3998362626974824576,166.8364,26.8949,-2.7627,-1.5350,-1.70,0.50,17.23,1.72
3999807007296860416,181.9645,21.3853,-1.5634,-0.8897,-1.43,0.45,33.59,2.62
3999854904771491200,180.9038,21.4731,-1.4882,-1.1999,-1.52,0.43,33.30,2.65
4000142740595552256,180.3312,22.1667,-1.5716,-0.7354,-1.58,0.41,31.95,3.00
4000520010523246336,179.5356,22.0599,-1.6362,-1.2092,-1.60,0.38,30.22,2.72
4000911535446541696,179.8068,22.4773,-1.5502,-0.9519,-1.73,0.41,32.55,2.59
4000941913750304000,180.2251,22.6991,-1.2474,-0.7425,-2.55,0.42,40.19,3.19
4001044267115001600,180.5521,22.8936,-1.5568,-1.0757,-2.29,0.42,34.25,2.98
4001127108444559232,180.4507,23.5319,-1.2441,-0.8489,-1.99,0.48,60.72,5.34
4002348528423820160,183.8108,24.6296,-1.7853,-1.1345,-1.34,0.50,30.59,2.43
4002439414227271936,184.0717,24.8048,-1.6096,-0.5112,-2.84,0.44,46.97,4.32
4003263223314701440,182.7751,25.6144,-1.4186,-0.7105,-1.79,0.45,54.75,5.36
4005181798090153984,174.8364,24.4812,-1.3599,-1.0348,-1.74,0.52,29.97,3.23
4006788012779762176,182.1027,27.6869,-1.7148,-0.8807,-1.99,0.42,33.70,2.93
4008640350570454272,185.7018,26.2710,-1.3834,-1.4720,-1.47,0.44,22.72,1.80
4017617485053937792,173.4595,26.2375,-2.0365,-1.2989,-1.53,0.47,25.56,2.25
3654375088465921280,217.2091,1.4917,-1.2141,-0.4669,-1.67,0.48,43.85,4.44
3654567262481816704,216.9016,1.5907,-1.1220,-0.2808,-1.93,0.42,54.46,6.41
3654984114828099200,218.6359,1.0381,-0.9127,-0.8644,-1.56,0.56,52.38,7.08
3655114132077908608,219.3230,1.5109,-1.2127,-0.3095,-1.13,0.55,48.27,5.89
3655471026680228864,220.9681,2.4793,-0.8904,-0.5077,-2.05,0.53,48.87,5.12
3655860391236059008,218.3524,1.9089,-1.1318,-1.0213,-2.02,0.67,55.50,5.27
3656342801962920832,217.8012,3.1936,-1.1304,-0.5350,-2.08,0.40,54.08,5.44
3656505667121869440,220.0493,3.1150,-0.6360,-0.7182,-1.39,0.51,52.51,4.92
3657211794105346304,207.4446,-3.9691,-0.4857,-0.5760,-2.23,0.54,60.50,6.42
3657598792133857024,209.5936,-2.7470,-0.5339,-0.8325,-1.85,0.50,46.32,5.44
3657612536029215232,209.4279,-2.6744,-0.4935,-0.6500,-2.03,0.47,54.07,6.84
3657916207397194240,209.5029,-2.1419,-1.4150,-1.0324,-2.02,0.62,44.97,4.49
3658033335449786496,209.3416,-1.5063,-1.1415,-0.5303,-1.53,0.53,45.19,3.98
3658582541507701888,206.5796,-1.6198,-1.1840,-0.5342,-1.66,0.41,46.83,4.42
3658874771083213696,208.9854,-0.8099,-1.2359,-0.3938,-1.38,0.50,49.40,4.61
3659012111252206720,207.5310,-0.9440,-1.2719,-0.7199,-1.52,0.47,40.42,3.40
3659055267083504128,207.9844,-0.8873,-1.1971,-0.4993,-0.81,0.60,48.88,5.09
3659473042847115136,210.3393,-1.4059,-1.2849,-0.3433,-2.19,0.55,56.94,6.89
3659868248558556672,212.1994,-0.2285,-0.9301,-0.7073,-1.86,0.40,47.08,5.62
3660001117666695680,213.2447,0.3968,-1.2208,-0.3865,-1.76,0.45,52.56,5.84
3660011532962174720,213.0073,0.3668,-1.4379,-0.7347,-2.02,0.45,49.05,4.73
3660160443772576000,212.3980,0.0506,-1.0700,-0.9232,-1.68,0.52,44.21,4.02
3660524485201039616,210.1670,0.0236,-0.5441,-0.3305,-1.97,0.52,40.18,4.23
3660747582982209664,209.4092,0.3488,-1.1595,-0.3664,-1.97,0.54,48.13,4.32
3660751671790822528,209.6019,0.4041,-1.6053,-0.7960,-2.19,0.53,52.92,4.86
3660783901225520000,209.7047,0.6884,-1.5251,-0.4168,-2.66,0.57,46.99,4.43
3660845233358892416,209.6338,0.9780,-1.3438,-0.5390,-1.49,0.50,51.36,5.33
3660856503353085568,209.5314,1.0007,-1.7966,-0.6921,-2.26,0.44,45.71,4.78
3660987310877061120,210.8022,0.8007,-1.0146,-0.7917,-1.35,0.53,51.08,5.54
3661038300728622336,211.6722,1.1384,-0.4869,-0.7517,-1.48,0.63,39.45,4.22
3661141105065393280,211.5480,1.6264,-1.4300,-0.6579,-1.11,0.47,56.47,7.20
3661159659324112640,210.2397,0.8952,-1.3626,-0.3600,-1.52,0.51,49.62,4.67
3661236487699189632,209.7626,1.1916,-1.6857,-0.8753,-1.50,0.76,44.66,4.25
3661436083419402624,205.5542,-2.1577,-0.9584,-1.0416,-1.75,0.38,34.00,2.95
3661560534392033280,205.3224,-1.3612,-1.5356,-0.5415,-1.82,0.44,43.77,4.43
3661928355391387520,205.1303,-0.6866,-1.5580,-0.2990,-1.49,0.50,53.04,5.67
3662138671349453440,207.4348,-0.3261,-1.3338,-0.2150,-2.04,0.51,55.34,5.09
3662308648975236736,206.4199,-0.1888,-0.5615,-0.2207,-1.95,0.44,52.47,4.35
3662375031990242048,205.7222,0.2205,-0.9107,-0.9247,-1.03,0.47,48.03,4.22
3662383278327425280,206.0271,0.1938,-1.0078,-0.2452,-1.62,0.46,44.61,4.15
3662420386844692864,206.7085,0.2832,-1.2445,-0.7262,-1.76,0.37,47.99,4.46
3662482543611288192,206.3733,0.3656,-0.9951,-0.3421,-1.58,0.39,47.74,3.96
3662506389269760256,206.2182,0.6362,-1.1584,-0.6179,-1.35,0.50,45.12,3.62
3662749901031037440,204.8889,0.0319,-1.1121,-0.4013,-1.91,0.44,49.61,4.20
3662916923719069312,203.1266,0.0146,-0.7708,-0.7107,-1.79,0.40,37.54,3.30
3662932523040297472,202.8774,0.1260,-0.9351,-0.3863,-1.61,0.39,50.89,4.34
3663046661795501568,203.5621,0.3945,-1.4724,-0.3387,-1.72,0.49,48.75,4.67
3663194546109885056,205.1491,0.4695,-1.2812,-0.7952,-1.58,0.52,78.00,9.88
3663364077059138304,206.1343,1.3160,-0.6662,-0.3534,-2.04,0.44,49.54,4.66
3663428639007245312,204.5526,1.0694,-0.9183,-0.7191,-2.37,0.44,50.22,4.56
3663598204315963520,205.4739,1.8709,-0.8419,-0.7932,-1.72,0.39,47.13,4.15
3663800690549705728,208.2230,0.9755,-0.7598,-0.5521,-1.61,0.42,45.52,4.29
3663829445355431680,208.9572,0.8521,-1.5244,-0.2395,-1.59,0.52,47.63,4.64
3663915619579744768,208.2729,1.3191,-1.2616,-0.2765,-2.01,0.47,45.53,3.99
3664102089879129984,208.0730,1.2868,-1.0254,-0.2599,-1.83,0.38,47.70,5.08
3664325879150671360,209.3031,1.8167,-0.7145,-0.6872,-0.74,0.54,46.72,4.70
3664343741918985344,209.0729,1.9430,-1.0734,-0.4447,-1.64,0.45,49.72,5.03
3664579724602378880,209.0743,2.4337,-0.8938,-0.3022,-1.56,0.65,48.07,5.32
3664689366527531776,209.3503,2.7817,-1.2875,-0.5205,-0.93,0.63,40.59,4.70
3664762930727043584,209.2614,3.1238,-1.0264,-0.3434,-1.24,0.52,57.05,7.02
3664859722110666496,207.0332,1.7623,-1.1825,-0.4637,-1.95,0.40,50.88,5.55
3664917377751421312,206.7519,2.0412,-0.9568,-0.3905,-1.35,0.54,53.69,4.38
3664995236918118784,207.8336,2.4116,-0.6912,-0.3826,-2.23,0.49,50.97,4.92
3665155937415331968,206.3702,2.6696,-1.0266,-0.7000,-1.61,0.40,47.29,4.26
3665252316480705536,206.5356,2.7805,-1.3531,-0.6544,-1.69,0.38,39.16,3.54
3665308425933622016,206.6694,2.9765,-1.0550,-0.5470,-1.78,0.37,41.44,3.72
3665503211290998912,208.1912,3.4623,-0.8207,-0.5891,-1.96,0.46,68.59,7.31
3665748745981179264,207.1046,3.7190,-0.9867,-0.6428,-1.85,0.38,50.74,4.48
3665819428257905792,208.1410,4.0407,-1.0881,-0.8083,-1.39,0.37,42.67,3.63
3665927936311726976,208.1326,4.6472,-1.2800,-0.4384,-1.71,0.39,47.09,4.48
3665998717373054080,214.1101,0.8007,-1.3933,-0.4484,-1.25,0.56,50.61,4.50
3666126084627750784,214.6923,1.1408,-1.2596,-0.2358,-1.73,0.44,54.11,5.90
3666163850275555584,213.8823,1.1918,-0.6805,-0.2349,-1.62,0.47,49.47,5.98
3666264348214906880,213.2225,1.0505,-0.7953,-0.9606,-1.68,0.57,51.14,4.64
3666343242469881472,212.8491,1.6014,-0.9383,-0.7642,-2.01,0.69,58.66,5.65
3666423639962383360,213.4383,1.5775,-1.4497,-0.5205,-1.67,0.51,47.15,5.29
3666473599021547392,213.8894,2.1331,-1.2269,-0.6255,-1.81,0.46,40.94,4.24
