source_id,Cluster,likelihood,prior,posterior,RVflag,SOS,classifier,G23,C17,New,Final,_RA,_DE
2814893910504601600,Pal_13, 0.9977612217805972, 1.0000000000000000, 9.9776122178059723e-01,False,True ,True ,True ,True ,False,True ,346.67979,+12.77981
2814893910504602624,Pal_13, 0.9863271905198120, 1.0000000000000000, 9.8632719051981199e-01,False,True ,True ,True ,True ,False,True ,346.68533,+12.77101
2814894112367752192,Pal_13, 0.9992060081593310, 1.0000000000000000, 9.9920600815933103e-01,False,True ,True ,True ,True ,False,True ,346.67311,+12.78291
4376296526138812672,NGC_6426, 0.9943433229181904, 0.0748863596930128, 7.4462751738397198e-02,False,True ,True ,True ,True ,False,True ,266.26828,+03.10552
4376297556931069696,NGC_6426, 0.9606391910869232, 0.1992402493932389, 1.9139799200907789e-01,False,True ,True ,True ,True ,False,True ,266.17326,+03.15566
4376297625650498560,NGC_6426, 0.9329674369762044, 1.0000000000000000, 9.3296743697620443e-01,False,True ,True ,True ,True ,False,True ,266.21896,+03.14742
4376297655712538624,NGC_6426, 0.9631562323311912, 1.0000000000000000, 9.6315623233119119e-01,False,True ,True ,True ,True ,False,True ,266.23192,+03.16050
4376297660006581632,NGC_6426, 0.9976592978629768, 1.0000000000000000, 9.9765929786297680e-01,False,True ,True ,True ,True ,False,True ,266.22626,+03.15643
4376297690072232576,NGC_6426, 0.9993117639808268, 1.0000000000000000, 9.9931176398082677e-01,False,True ,True ,True ,True ,False,True ,266.20868,+03.15049
4376297831808934016,NGC_6426, 0.9930184296041472, 1.0000000000000000, 9.9301842960414721e-01,False,True ,True ,True ,True ,False,True ,266.23902,+03.17003
4376297831808939776,NGC_6426, 0.9000305262851490, 1.0000000000000000, 9.0003052628514901e-01,False,True ,True ,True ,True ,False,True ,266.23237,+03.16945
4376297866168673664,NGC_6426, 0.9795307013543548, 1.0000000000000000, 9.7953070135435483e-01,False,True ,True ,True ,True ,False,True ,266.24235,+03.17438
4376297934888172672,NGC_6426, 0.9090392649937384, 1.0000000000000000, 9.0903926499373844e-01,False,True ,True ,True ,True ,False,True ,266.21654,+03.17008
4376297934888172800,NGC_6426, 0.9452153789631615, 1.0000000000000000, 9.4521537896316155e-01,False,True ,True ,True ,True ,False,True ,266.21054,+03.16473
4376298033669714304,NGC_6426, 0.9352948865555279, 1.0000000000000000, 9.3529488655552795e-01,False,True ,True ,True ,True ,False,True ,266.21709,+03.18530
4376300924185441280,NGC_6426, 0.9561790467236346, 0.3845107654822411, 3.6766113719378429e-01,False,True ,True ,True ,True ,False,True ,266.18231,+03.18246
5961661241050700288,FSR_1758, 0.9856866393714676, 1.0000000000000000, 9.8568663937146761e-01,False,True ,True ,True ,False,False,True ,262.80975,-39.83405
5961662791584163456,FSR_1758, 0.0369252614961486, 1.0000000000000000, 3.6925261496148602e-02,False,True ,True ,True ,False,False,True ,262.77060,-39.83700
5961664440810837632,FSR_1758, 0.9131319525732086, 1.0000000000000000, 9.1313195257320856e-01,False,True ,True ,True ,False,False,True ,262.80971,-39.77662
5961664509530324096,FSR_1758, 0.4645550876056530, 1.0000000000000000, 4.6455508760565301e-01,False,True ,True ,True ,False,False,True ,262.78402,-39.78578
