name,mu,std
sources_ra,-4.22015621141321,6.908165136981304
sources_dec,-5.1543433200999615,5.942575429630333
rr_ra,-2.6595723353970375,4.543671142444285
rr_dec,-3.7336441882932796,3.6580775217265855
memb_ra,0.4730527097444317,0.7070761903310371
memb_dec,-1.6298099306906841,0.5539733336205908
