name,mu,std
sources_ra,-4.54235129651431,6.615197785321545
sources_dec,-4.765382667982331,6.169941582101203
rr_ra,-2.7914672054505605,5.420529236094
rr_dec,-3.3662309644221136,5.611019136439076
memb_ra,-1.1209180082260428,0.7640767440169813
memb_dec,-1.1114868193338039,0.6664081120790792
