source_id,label
6070001417438636672,4165
6070365699376026496,3845
5937105336777520768,1618
5937144124625065088,1770
6030057774911461376,2180
6030074645554146304,-1
6030098250697439872,5555
5238347761543726592,-1
5238449672522243968,1038
5238535709303668736,-1
6027718216050281088,-1
6027719354224466432,-1
6027722446605229824,-1
6027838513772650496,5558
6027858786024974336,-1
6027909050017308032,-1
6061538029773730560,-1
6061614651978813184,-1
6061741130185585280,-1
6061907878003295360,-1
6061933853976484480,3940
4152399949729571456,2675
4071688610756206464,5722
4071701804895991936,5722
4312075976102625920,-1
4312222657828659840,-1
4312271139431790464,-1
4469867611358241024,-1
4470014671045705728,-1
4317960150066917888,-1
5937154265034059520,1882
5937176358359899008,3212
6030134465889278848,1917
5238437852775567872,-1
5834066906715019776,1498
5834146586913344000,-1
6027725229779142784,-1
6027757871504379648,-1
6027782541798992512,-1
6061855376303771648,288
6061940622845116160,-1
4152091910369413120,-1
4152282538193963008,-1
4152355453859973632,4994
2053640918990938496,-1
2053641739323807872,-1
2053866452008020480,-1
2054173632374425472,-1
4071661436537923456,5722
4071676383021680384,5722
4071745858390057344,-1
4071762621636988928,5722
5901301802199802624,-1
5901394809710654336,-1
4312062124836926208,-1
4312237741757906688,4318
5278307003382684032,-1
5278338025932918656,-1
5278357164325811840,6497
5278420523665514240,-1
5278511576969104896,-1
5278572088764180608,-1
5278579613548585344,-1
5278585312984155392,5308
5278593868544224640,-1
5278612938201884288,6497
5278621596856551552,-1
5278649943639507584,-1
5278733815756389632,-1
5278736397032692480,6481
5278759727302612608,-1
5793035155652220160,2087
5793099202208105856,-1
2196103884681824384,864
5961428080233810432,-1
5961435600651383296,2237
5961462130709406080,-1
5961481921948290048,-1
3828855386086789376,768
3829048045434626432,768
3829108411199518464,768
3829126042040652416,768
3830324299261492096,-1
3830681400022208512,768
3830684389319470080,768
3831453806941168256,768
3831471777084187008,-1
3840021064105805440,-1
4658034698516196736,-1
4658035072266958848,-1
4658035244065642240,5715
4658037786551818112,828
4658040883268535168,2861
4658041944078239488,-1
4658043249725459072,-1
5278415060466677376,-1
5278435062135277440,-1
5278512367243173632,5006
