name,mu,std
sources_ra,-4.9141557477709235,6.558577922294276
sources_dec,-4.6226684906219075,5.978381691380745
rr_ra,-1.9422257872824764,3.5294970301864783
rr_dec,-3.354756521213521,6.688905869962316
memb_ra,-0.3560200553271856,0.5826686114884758
memb_dec,-1.0012051199439824,0.6041657260269963
