source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error
4008859806219415168,186.43363104360694,0.054722987,26.60543472913295,0.04764289,1.316913826045906,0.06367635,17.973051,-17.883870069757286,0.07327736,-1.7882218083998827,0.06772445,16.75609,17.534765,15.9111,3736.8900703220493,2.7189648,1322.851526396876,13.297132,3425.4520306699073,12.633349
4008861077529852544,186.43485249683013,1.0793197,26.67455654825672,1.1576389,-0.6268822317003181,1.1475401,4.6532836,-3.309265651301179,1.4715364,-3.2713619026459533,1.6333826,20.743471,20.443338,20.141085,94.96390541181184,1.1546464,90.79909913154259,16.909992,69.61838962330096,18.72054
4008864028172163456,186.7228623828319,0.23268065,26.674723771579625,0.35674405,-0.12918410637926314,0.3608777,1.1581084,-1.1393676628373548,0.31298012,-0.20750037999529716,0.44319174,19.123295,19.429825,18.650007,422.3073760601736,1.1089059,230.93351423071502,9.288389,274.88768665409674,8.951519
4008864857100957824,186.61586869932313,0.057681654,26.696437032766905,0.07714222,1.1926866487340544,0.07786038,14.329522,-7.597195959947983,0.07526058,-12.149807575116837,0.0966643,16.723019,17.450191,15.904801,3852.4728848650216,2.4621203,1430.0141064001712,9.364835,3445.385186147783,9.827548
4008864955885106560,186.62932082314495,1.7281976,26.716942274570275,2.282238,,,,,,,,20.924961,20.617216,19.193193,80.34567280107441,1.1342643,77.36251295376917,15.563937,166.6790696279814,10.679209
4008865372496457984,186.64837813629717,0.6381887,26.743703674742388,1.1232415,0.6351653171285687,0.88814294,10.80557,-10.134434157097528,0.94792074,-3.7488117873424387,1.3500679,20.294481,21.178885,19.26104,143.5998384161117,1.1137892,46.117248789805366,5.692417,156.58203682282087,7.534652
4008867434080530176,186.77189066336902,0.24980485,26.819516152472126,0.3849266,-0.14760208959243093,0.33173063,3.8913004,1.7892710667160903,0.3327475,-3.4555359247895208,0.4550611,19.241398,19.934256,18.516079,378.78025683967917,1.1946044,145.11569413986052,10.655071,310.97596334085097,6.811084
4008867812038820224,186.6024427850387,0.020417124,26.7077120794841,0.027068324,1.544851269924751,0.02904293,24.667025,-23.80646662627979,0.027206859,-6.458660535050573,0.034640335,14.509265,14.921394,13.931536,29596.517085690233,7.6926374,14684.50568082034,26.903662,21210.161842658108,20.337631
4008868842830611456,186.6303788525327,0.05766278,26.80761958441616,0.09803583,1.47313891414943,0.087827764,17.661055,16.372081485175528,0.07676734,-6.623277856016924,0.11683937,16.534369,17.453568,15.564656,4583.519932007264,4.1404004,1425.5755394447906,10.684742,4712.980204020895,11.181866
4008872622401889536,187.04519653379134,0.016840575,26.67967463998991,0.0138989175,1.8520062544737732,0.020145971,17.665289,10.365223979444945,0.019735511,-14.30470497432431,0.017610256,13.71524,14.056744,13.207395,61496.59204188283,11.990372,32562.6130127709,25.181671,41323.80725734456,23.614851
4008873614538483712,186.9604435601007,0.35460752,26.69795567764239,0.3773849,0.6772261409893828,0.44970787,5.041276,-5.033952705668594,0.4518255,0.2716285065479629,0.4885195,19.633503,20.49459,18.69293,263.964547653606,1.0154145,86.61242666540774,7.28023,264.2322475011782,10.698776
4008874718346293760,187.09560913489116,13.663066,26.736780821671825,5.7594523,,,,,,,,21.541086,20.39453,18.466251,45.55248061148841,1.3872801,94.97415871145489,10.733686,325.5799491988642,19.049984
4008874787065408768,187.11760430540062,2.8104966,26.745762274920178,3.1421087,,,,,,,,20.365845,18.755714,17.20997,134.46488103304432,1.6999907,429.666056059505,14.151632,1035.5471139092608,27.697853
4008876809994182784,186.96455463882288,0.65136564,26.741423814132666,0.7641367,0.9472892693405994,0.7583702,98.35711,-17.03319253349256,1.0018959,-96.87100622012534,1.2020863,20.164436,21.071915,19.206333,161.87211685444495,1.2244754,50.89218948234611,8.976973,164.6740672838614,7.41623
4008877913801559552,186.92154482241958,3.8361268,26.77984463549743,3.7935617,,,,,,,,20.201866,17.819193,16.31791,156.38683123500857,2.4521532,1017.9818956487353,22.625633,2355.0180605213936,14.909007
4008878360478248192,186.9623234971684,9.925704,26.81522758676803,12.777472,,,,,,,,21.36825,20.563957,18.810741,53.4129727400214,1.4671915,81.25203743060221,18.03651,237.0619689129841,20.487898
4008879941026485760,186.9736249962996,0.08028865,26.837750368240826,0.08186132,0.8996281228369593,0.1032484,34.835354,-34.77602124657229,0.0947001,-2.032272986445914,0.10815633,17.478537,18.189404,16.665585,1921.022568201546,2.1152472,723.8617328071988,15.397483,1709.7184635836954,12.558207
4008882204476984320,187.18461829973648,0.39927268,26.848831682662542,0.3314136,0.6689469511786101,0.49381608,23.16841,-17.382240291932355,0.5007153,-15.317731170439792,0.4703594,19.824205,21.23558,18.653502,221.44428577566933,0.88345855,43.770847307871435,7.3288727,274.0042434970542,8.291228
4008891554617756800,186.88239035827013,0.7943047,26.889295598593172,1.336731,-2.923886897137207,1.1680553,5.0187764,-0.2519523214713937,1.0687313,-5.012448027394427,1.7538178,20.52295,20.961365,19.990124,116.35013832192716,1.2514095,56.347068323970255,9.557686,80.0034504981385,10.503323
4008892001294291840,186.9491460893119,0.34905875,26.878787875968182,0.32666102,2.0162338165072793,0.41285977,16.888193,-7.529418099743113,0.431991,15.11684268318973,0.42576322,19.65006,20.951775,18.449856,259.9696940604363,1.1240809,56.84696449055479,7.6720066,330.5336340343803,11.138565
