,solution_id,source_id,pf,pf_error,p1_o,p1_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,epoch_rv,epoch_rv_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,average_rv,average_rv_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,peak_to_peak_rv,peak_to_peak_rv_error,metallicity,metallicity_error,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,num_clean_epochs_rv,zp_mag_g,zp_mag_bp,zp_mag_rp,num_harmonics_for_p1_g,num_harmonics_for_p1_bp,num_harmonics_for_p1_rp,num_harmonics_for_p1_rv,reference_time_g,reference_time_bp,reference_time_rp,reference_time_rv,fund_freq1,fund_freq1_error,fund_freq2,fund_freq2_error,fund_freq1_harmonic_ampl_g,fund_freq1_harmonic_ampl_g_error,fund_freq1_harmonic_phase_g,fund_freq1_harmonic_phase_g_error,fund_freq1_harmonic_ampl_bp,fund_freq1_harmonic_ampl_bp_error,fund_freq1_harmonic_phase_bp,fund_freq1_harmonic_phase_bp_error,fund_freq1_harmonic_ampl_rp,fund_freq1_harmonic_ampl_rp_error,fund_freq1_harmonic_phase_rp,fund_freq1_harmonic_phase_rp_error,fund_freq1_harmonic_ampl_rv,fund_freq1_harmonic_ampl_rv_error,fund_freq1_harmonic_phase_rv,fund_freq1_harmonic_phase_rv_error,best_classification,g_absorption,g_absorption_error,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,w_mag,w_period,pw_line,_merge,FeH,e_FeH,Dist,e_Dist
12,3.7531665386648755e+17,1226522469372990208,0.6476637914491802,2.8645194e-05,,,1705.010008022437,4.0510422e-05,1813.546599282264,0.00012310194,1705.0473787322203,0.0006095588,,,19.731262,0.009506539,19.805141,0.12796344,19.20832,0.041301306,,,0.32193026,0.019446425,0.8649133,0.48243123,0.067924306,0.13780355,,,,,0.2998285,0.08301844,,,4.088301,0.29295808,,,46.0,38.0,40.0,,19.735495,19.845764,19.207502,2.0,1.0,1.0,,1706.824114302286,1815.4792354052845,1706.8245446926142,,1.5440109717457724,6.828928e-05,,,"(0.14441016, 0.04329828, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.008802501, 0.012599521, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.6376723, 1.0804603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.26380208, 0.55849653, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.43245733, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.16430482, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(3.0329802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(1.1465724, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.033962175, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.056367595, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.53199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(5.0293617, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,0.4522777,0.16817181,211.74213517482525,0.35341173,12.520602292290592,0.38615453,-1.079396279256023,0.47730112,1.035633,0.0338407429978213,0.4983209,-1.035079918265269,0.4979874,19.733597,20.047882,19.309582,240.7176993529218,1.5004818,130.69654011716494,9.877438,149.73565915597638,6.1836643,0.0067675667166940566,0.08205216776960096,0.04483637610675347,18.312249399999995,-0.1886503821083416,18.324859129159112,,,,,
13,3.7531665386648755e+17,1230833517027065728,,,0.4177787949280142,5.2771156e-06,1705.1747420925506,7.462969e-06,1842.2208071557236,6.4591964e-05,1705.238342134941,5.2283613e-05,,,19.414898,0.005418058,19.533928,0.064251006,19.004162,0.05680646,,,0.39173397,0.010319992,0.6833189,0.2789788,0.62280655,0.23996657,,,,,0.13827762,0.03694317,,,5.4456487,0.30459154,,,41.0,32.0,36.0,,19.422737,19.55022,19.02222,2.0,2.0,2.0,,1706.25135804708,1843.2200749540252,1706.251788270366,,2.3936111936277333,3.0234572e-05,,,"(0.19157644, 0.026490731, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.0056105074, 0.006850783, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.20630035, 5.8582497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.11830711, 0.4209456, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.1680314, 0.21648873, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.07079569, 0.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.039674, 1.9874225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.79189533, 0.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.22374022, 0.16857411, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.08771863, 0.092124104, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.9102736, 2.1425922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.847739, 2.778695, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRc,,,209.9986921301134,0.25745735,14.459412323535568,0.2274494,0.026215134161715,0.30495802,0.89723974,-0.7227398314320148,0.36124685,-0.5316825098322662,0.2960239,19.410736,19.672565,19.07068,324.0802167917504,2.2481112,184.6675903936852,11.028958,186.5888196340873,9.072184,0.007531389462777387,0.06484158738993034,0.052788104818476476,18.25807503,-0.2520536071500216,18.482733159512897,,,,,
19,3.7531665386648755e+17,1230825339409289600,0.7048900063034407,3.518083e-05,,,1704.3228209253978,4.9753206e-05,1704.2684833624292,0.00012071112,1704.099036408346,0.00021556027,,,19.377483,0.014306691,19.522907,0.049067803,18.99277,0.05881273,,,0.52748394,0.04150915,0.82225615,0.16714036,0.5351143,0.21103176,,,,,0.44333464,0.09406098,,,4.095761,0.19068299,,,37.0,33.0,32.0,,19.389643,19.56015,19.00796,2.0,1.0,1.0,,1706.075177481068,1706.2516400730497,1706.0755804558826,,1.41866105499802,7.080491e-05,,,"(0.21539329, 0.095491305, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.014061085, 0.019473935, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.8891215, 3.3076336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.27139634, 0.6806903, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.41112885, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.07295733, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.9646801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.8770409, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.26755774, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.06860751, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.9059052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(1.263921, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,-0.02457835,0.20953274,209.77647826059112,0.3607808,14.316649339698262,0.26352778,-0.174680064779548,0.43470675,1.4871188,-0.9687255149165516,0.5128311,-1.128314319103684,0.31751767,19.388979,19.67824,19.158094,330.639584609651,3.5930057,183.7051160444893,13.136075,172.15542529009676,10.386442,0.011798122396915618,0.0776344009061027,0.06550220569812437,18.377762388,-0.1518786466715015,18.23329750792138,,,,,
20,3.7531665386648755e+17,1230850009701023232,,,0.3119811680063954,1.2700519e-06,1705.4247399319386,1.7961246e-06,1705.4362939428684,1.6911741e-05,1705.447320394311,2.5989264e-05,,,19.503572,0.0033178383,19.512304,0.04397663,19.193281,0.07076881,,,0.54424244,0.012189894,0.48529005,0.12842606,0.36887112,0.27232343,,,,,0.29634303,0.017977035,,,4.1926646,0.08520766,,,35.0,32.0,32.0,,19.517944,19.525095,19.200329,2.0,1.0,1.0,,1706.2514900271556,1706.251832759091,1706.2519204257371,,3.205321674991295,1.3048624e-05,,,"(0.24322456, 0.0720779, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.004440971, 0.0050409706, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.66383845, 5.5203414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.049438503, 0.11583244, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.24264579, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.048175924, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.7187958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.62172306, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.18443558, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.07786053, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.496867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.9170302, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRc,,,209.96387974994957,0.30269027,14.65161978818569,0.24826935,0.3105281991817679,0.37851667,1.4822731,-0.650599442003519,0.3603794,-1.3318611069437758,0.3417416,19.572344,19.630919,19.345287,279.2605437184855,2.6983366,191.88870760275265,9.845411,144.8916531450898,7.5975633,0.010490504700775881,0.055705011807305874,0.0569299493501537,18.954587296,-0.3788716203332958,18.79851001233925,,,,,
22,3.7531665386648755e+17,1230834135502357632,0.576032099571061,2.1092541e-05,,,1704.5411586258192,2.9829358e-05,1704.9503886440414,0.000442998,1704.6069575137913,0.00015962149,,,19.560804,0.04023853,19.011566,0.31876656,18.945782,0.08271165,,,0.72766286,0.09299409,1.4163431,0.70161116,0.66768736,0.2589927,,,,,0.5937951,0.11742452,,,4.077228,0.2628943,,,39.0,31.0,33.0,,19.58207,19.123346,18.961552,2.0,1.0,2.0,,1706.2513979294456,1706.2517126417383,1706.251799782681,,1.7360143657699705,6.356756e-05,,,"(0.2692544, 0.15988195, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.029547693, 0.046722423, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(2.6162825, 3.026608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.2371569, 0.30028638, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.7081726, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.2726111, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(4.808402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(4.6811585, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.15905236, 0.22193459, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.07675041, 0.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.244116, 1.6317893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.87902945, 0.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,0.9096082,0.38157508,209.94697069526805,0.32268026,14.465609739909302,0.2298679,-0.095320173648418,0.35269707,1.0275116,0.5949286616798073,0.43760663,-0.8377588443227096,0.28419673,19.580751,19.70924,19.166737,277.1061907088591,3.5713403,178.5341216790955,19.571547,170.79052796942253,12.439808,0.013992484808048856,0.11901830517358193,0.07907873876950616,18.518113234,-0.23955331470499625,18.451607431324785,,,,,
24,3.7531665386648755e+17,1230827538432572416,0.7345661743120784,1.4178801e-05,,,1704.4386050475111,2.0051853e-05,1704.4512757974658,9.24231e-05,1704.4314878339487,0.00024232795,,,19.396923,0.0059347977,19.652092,0.0356048,18.98756,0.05190708,,,0.5752855,0.019900981,0.44848138,0.11767309,0.26806906,0.17668775,,,-2.0638947,0.43947032,0.40623927,0.03517571,0.29522443,0.03725102,4.145899,0.12124479,2.2103891,0.13524637,38.0,34.0,32.0,,19.410242,19.66246,18.990593,3.0,1.0,1.0,,1706.0752184838784,1706.07553277298,1706.0756218596323,,1.3613477382572108,2.6277114e-05,,,"(0.22187649, 0.09013494, 0.06550336, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.0073094075, 0.008619115, 0.008231356, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(4.049262, 5.9612374, 1.7918048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.10087633, 0.2840882, 0.30245355, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.22424148, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.05361327, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(4.4646764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.374935, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.13403514, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.066711545, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(4.6400084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(1.514994, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,0.05197553,0.17847018,209.85726173577152,0.26898327,14.39588793052653,0.22383869,0.5963415625184685,0.3479353,1.0066463,-0.1280703367073186,0.34518963,-0.9984661999555466,0.29908082,19.43749,19.764261,19.095987,316.19157760819286,3.002455,169.7118907751346,8.178129,182.29023610838328,8.941857,0.01030946307348933,0.05231804686605324,0.05325668753387245,18.112500372,-0.13396907415004888,18.188702672342963,,,,,
28,3.7531665386648755e+17,1230519198435520128,0.5372982853559244,2.0528073e-06,,,1706.470775839045,2.9031078e-06,1706.480227843777,1.230618e-05,1706.479739976162,4.684385e-05,,,19.068441,0.007851531,19.000412,0.070919566,18.66411,0.047785666,,,1.0381601,0.039176267,1.4641247,0.20260286,0.67174894,0.14518273,,,-2.438192,0.34622365,0.37860298,0.02541042,0.31504363,0.028320262,3.8266976,0.09017771,1.4452286,0.09780422,49.0,45.0,42.0,,19.113577,19.074696,18.689297,6.0,3.0,1.0,,1707.7522322496188,1707.752546626607,1707.7526354143463,,1.8611635794399877,7.11078e-06,,,"(0.37274575, 0.14112265, 0.11743117, 0.08409055, 0.05684091, 0.046392962, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.010625109, 0.009517299, 0.01147558, 0.0092082545, 0.010542742, 0.010030825, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(4.989484, 1.2392949, 3.84731, 0.4441666, 3.0450082, 6.1938815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.05445256, 0.08031438, 0.1617468, 0.21498308, 0.3037504, 0.28924406, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.16803464, 0.48086992, 0.25771078, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.12922421, 0.13469979, 0.08152257, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.152085, 0.88124675, 4.689899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.29493147, 0.40108475, 0.5900976, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.3358748, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.048776392, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.46146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.44138533, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,0.21710628,0.1687478,212.92478174996145,0.19520287,15.178859861275631,0.1694244,0.1797251855335895,0.24095608,0.78712684,-0.1696706727003703,0.23942196,-0.7686224956355527,0.19194734,19.104465,19.110516,18.711102,429.6953178424851,6.323309,309.89243516116625,22.142218,259.8470306089859,13.296943,0.015976940628002388,0.07757467867874084,0.05555765244369418,18.300767292,-0.2697845453640227,18.52688319566576,,,,,
29,3.7531665386648755e+17,1230834925776358912,,,0.3917737808782942,4.275072e-06,1705.2551026734388,6.0458647e-06,1814.119078904865,2.742894e-05,1813.8693261232129,7.336469e-05,,,19.493483,0.006512741,19.67158,0.042034242,19.136688,0.055047087,,,0.4340094,0.02176702,0.5520035,0.18655923,0.5355422,0.15804908,,,,,0.17071529,0.03546508,,,5.193266,0.18830875,,,36.0,28.0,29.0,,19.502756,19.687378,19.152382,2.0,1.0,1.0,,1706.3254286427982,1814.9058391594936,1814.9059274454307,,2.552493425563497,2.7853046e-05,,,"(0.2078219, 0.035478376, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.00786344, 0.007976887, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(1.1146607, 1.139402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.13316153, 0.30297565, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.27600202, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.06651947, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(3.1904612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.35801685, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.2677711, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.077506386, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.9174599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.8535458, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRc,,,209.94143335787385,0.31019172,14.527960052839656,0.28048572,0.4024863761767396,0.34165755,0.9751542,-0.5488221275466318,0.40847602,-0.8060521215525601,0.3688449,19.464226,19.71538,19.210245,308.5009937169239,2.2160277,177.52737148920855,9.457623,164.08175755401334,10.398632,0.007798812071567126,0.05783976411617279,0.06880591072827559,18.52261353,-0.2799646321516327,18.552231611766906,,,,,
30,3.7531665386648755e+17,1230835853488763008,0.6278911525387972,6.4819637e-06,,,1704.7375857991242,9.166881e-06,1704.7290612198808,7.898618e-05,1704.8001977647975,0.00012712713,,,19.359306,0.0115971,19.541006,0.07500851,18.730835,0.12030603,,,0.9026993,0.030714069,1.3065608,0.2882346,0.7417577,0.3501455,,,-2.3538187,0.43129885,0.36488378,0.025452686,0.23001699,0.020908328,3.9699898,0.08153634,1.812441,0.14940572,44.0,35.0,34.0,,19.399408,19.617018,18.761814,3.0,2.0,1.0,,1706.2514313678953,1706.2517458583245,1706.3258364536457,,1.5926327293458882,1.6441365e-05,,,"(0.3783934, 0.13806961, 0.087036915, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.011021519, 0.00912986, 0.009289035, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.3145857, 2.0327902, 5.189827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.06662132, 0.15711913, 0.2084973, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.511033, 0.25168908, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.09606913, 0.18240044, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.437882, 2.5765228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.2976541, 1.027956, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.37087885, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(0.2126939, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)","(5.8434134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.9457089, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)",,,,,RRab,0.96165925,0.5001395,210.10726839706425,0.26828688,14.552311488687591,0.20079742,-0.2966869956469073,0.30882254,1.2160803,-0.4077641453982644,0.34117553,-1.1456787510841986,0.2311751,19.519772,19.677176,19.073473,293.11488198913383,3.550422,183.88509246132435,16.374119,186.1095590902836,15.055518,0.013150793092596709,0.09667657535664036,0.08782878199539715,18.198988834,-0.20211563643623665,18.35838761243557,,,,,
